,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,225,0,123,15,0
Light_T1,9,0,312,44,0
Light_XM,1,286,74,2,0
Sensor,7,231,6,118,0
Socket,0,0,1,0,362
