,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,358,0,0,4,0
Light_T1,3,93,118,149,0
Light_XM,1,1,316,47,0
Sensor,0,284,0,79,0
Socket,0,0,0,0,363
