feature,importance
up_len_p50,0.29741657
up_len_mean,0.27277574
up_ia_mean,0.09727556
up_packet_ratio,0.06382475
up_down_ratio,0.027823344
len_max,0.01995811
rssi_min,0.015294991
up_ia_std,0.013823381
len_up_down_diff,0.012334971
rssi_std,0.011784923
rssi_max,0.011698133
subtype_8_ratio,0.010030923
down_packet_ratio,0.009891214
burst_count,0.009563875
qos_data_ratio,0.009184744
unique_da_count,0.007238065
rssi_p90,0.0056076273
subtype_0_ratio,0.004609535
len_p10,0.004566325
len_min,0.00422968
len_range,0.0036534255
len_p95,0.003565007
mgmt_ratio,0.0034747585
burst_size_min,0.0034414302
rssi_p50,0.003151813
other_packet_ratio,0.0031493574
data_ratio,0.0029825026
rssi_p10,0.0025134038
unique_sa_count,0.0022592342
len_p50,0.002118929
down_len_std,0.0020945405
len_p25,0.002090701
rssi_mean,0.0019666716
down_ia_mean,0.0019650524
interarrival_cv,0.0017961838
subwin_packet_mean,0.0017278853
packet_count,0.0016851706
interarrival_max,0.0016109891
subwin_byte_mean,0.0015752729
down_ia_std,0.0015150578
down_len_p50,0.0014706524
burst_packet_ratio,0.0014490011
len_p90,0.0014353716
down_len_mean,0.0014103384
interarrival_std,0.0013850072
retry_ratio,0.0013647508
burst_packet_fraction,0.0013638106
interarrival_p75,0.0013429221
len_p75,0.0013385941
subtype_4_ratio,0.0013273713
burst_size_mean,0.0013133587
interarrival_p90,0.0013125262
active_subwin_count,0.0012826326
len_iqr,0.0012664322
long_gap_ratio,0.0012561603
len_mean,0.0012284908
subwin_packet_min,0.001215345
interarrival_mean,0.0011870593
interarrival_iqr,0.0011755008
interarrival_p95,0.0011346583
byte_count,0.0011137682
subwin_byte_max,0.0011108154
len_std,0.0010930141
interarrival_p50,0.0010655154
subwin_packet_std,0.0010441229
subwin_packet_max,0.001026148
subtype_5_ratio,0.0010181555
burst_size_max,0.0010072523
interarrival_p10,0.0009899528
len_cv,0.0009783483
subwin_byte_std,0.00096281886
interarrival_p25,0.0008846288
burst_size_std,0.00087061303
subwin_byte_min,0.0008663269
null_data_ratio,0.00085861096
interarrival_min,0.0008266737
subwin_packet_cv,0.00075327436
ctrl_ratio,0.0
subtype_14_ratio,0.0
subtype_13_ratio,0.0
subtype_15_ratio,0.0
subtype_7_ratio,0.0
subtype_9_ratio,0.0
subtype_10_ratio,0.0
subtype_11_ratio,0.0
subtype_12_ratio,0.0
subtype_6_ratio,0.0
subtype_1_ratio,0.0
subtype_2_ratio,0.0
subtype_3_ratio,0.0
rssi_missing_ratio,0.0
up_len_std,0.0
side_packet_ratio,0.0
bssid_known,0.0
