,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,330,22,0,10,0
Light_T1,0,346,2,15,0
Light_XM,0,179,183,3,0
Sensor,0,5,31,327,0
Socket,0,0,0,0,363
