,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,339,30,1,19,1
Light_T1,0,261,13,90,1
Light_XM,0,282,6,80,0
Sensor,1,39,1,321,0
Socket,0,0,0,1,367
