,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,374,2,1,13,0
Light_T1,23,147,101,94,0
Light_XM,8,3,304,53,0
Sensor,12,2,15,333,0
Socket,0,0,0,0,368
