task,seed,arm,oof_mode,cv_requested,folds_effective,b_folds_effective,aprime_aligned_with_b,n_train_rounds,b_split_basis,stacking_f1,best_base_model,best_base_f1,gain_absolute,base_f1_rf,base_f1_xgboost,base_f1_lightgbm,n_sources,target_env,grid_kind
g0_R3_R6_to_R7,42,A,random,5,5,2,,2,round_group,0.8468461926836313,lightgbm,0.8511800660948132,-0.0043338734111819655,0.829844878776893,0.841591989444165,0.8511800660948132,2,R7,ood
g0_R3_R6_to_R7,42,A_prime,random,2,2,2,True,2,round_group,0.8472977623713295,lightgbm,0.8511800660948132,-0.0038823037234837487,0.829844878776893,0.841591989444165,0.8511800660948132,2,R7,ood
g0_R3_R6_to_R7,42,B,grouped,5,2,2,,2,round_group,0.6967682100007302,lightgbm,0.8511800660948132,-0.15441185609408303,0.829844878776893,0.841591989444165,0.8511800660948132,2,R7,ood
g0_R5_R6_to_R7,42,A,random,5,5,2,,2,round_group,0.8624885781141888,lightgbm,0.8664754365432039,-0.003986858429015139,0.835640258588737,0.8587809115216256,0.8664754365432039,2,R7,ood
g0_R5_R6_to_R7,42,A_prime,random,2,2,2,True,2,round_group,0.8619673898016658,lightgbm,0.8664754365432039,-0.004508046741538152,0.835640258588737,0.8587809115216256,0.8664754365432039,2,R7,ood
g0_R5_R6_to_R7,42,B,grouped,5,2,2,,2,round_group,0.6748998238982298,lightgbm,0.8664754365432039,-0.19157561264497414,0.835640258588737,0.8587809115216256,0.8664754365432039,2,R7,ood
g0_R2_R3_R6_to_R7,42,A,random,5,5,3,,3,round_group,0.8571584980378442,lightgbm,0.8624908905784953,-0.005332392540651099,0.8331060188718364,0.8607166921404563,0.8624908905784953,3,R7,ood
g0_R2_R3_R6_to_R7,42,A_prime,random,3,3,3,True,3,round_group,0.8581258792848689,lightgbm,0.8624908905784953,-0.00436501129362632,0.8331060188718364,0.8607166921404563,0.8624908905784953,3,R7,ood
g0_R2_R3_R6_to_R7,42,B,grouped,5,3,3,,3,round_group,0.7121324921415534,lightgbm,0.8624908905784953,-0.15035839843694188,0.8331060188718364,0.8607166921404563,0.8624908905784953,3,R7,ood
g0_R2_R5_R6_to_R7,42,A,random,5,5,3,,3,round_group,0.8711049565708648,xgboost,0.8724053334989836,-0.001300376928118796,0.8492038703077757,0.8724053334989836,0.8641590807240555,3,R7,ood
g0_R2_R5_R6_to_R7,42,A_prime,random,3,3,3,True,3,round_group,0.8709615586202855,xgboost,0.8724053334989836,-0.0014437748786981786,0.8492038703077757,0.8724053334989836,0.8641590807240555,3,R7,ood
g0_R2_R5_R6_to_R7,42,B,grouped,5,3,3,,3,round_group,0.6926024784367819,xgboost,0.8724053334989836,-0.17980285506220173,0.8492038703077757,0.8724053334989836,0.8641590807240555,3,R7,ood
g0_R3_R5_R6_to_R7,42,A,random,5,5,3,,3,round_group,0.8597612176164642,lightgbm,0.8589816251121405,0.0007795925043236895,0.8283200736309656,0.8549110447910667,0.8589816251121405,3,R7,ood
g0_R3_R5_R6_to_R7,42,A_prime,random,3,3,3,True,3,round_group,0.8593457724682875,lightgbm,0.8589816251121405,0.0003641473561469821,0.8283200736309656,0.8549110447910667,0.8589816251121405,3,R7,ood
g0_R3_R5_R6_to_R7,42,B,grouped,5,3,3,,3,round_group,0.7295419350342145,lightgbm,0.8589816251121405,-0.129439690077926,0.8283200736309656,0.8549110447910667,0.8589816251121405,3,R7,ood
