task,seed,arm,oof_mode,cv_requested,folds_effective,b_folds_effective,aprime_aligned_with_b,n_train_rounds,b_split_basis,stacking_f1,best_base_model,best_base_f1,gain_absolute,base_f1_rf,base_f1_xgboost,base_f1_lightgbm,n_sources,target_env,grid_kind
g0_R2_R5_to_R7,42,B,grouped,5,2,2,,2,round_group,0.2849083825663674,xgboost,0.2855880410499239,-0.0006796584835565,0.2802824004034291,0.2855880410499239,0.2834967732051552,2,R7,ood
g0_R3_R5_to_R7,42,A,random,5,5,2,,2,round_group,0.2940391603840104,xgboost,0.3644423685181512,-0.0704032081341408,0.3062182529834999,0.3644423685181512,0.3339696201840622,2,R7,ood
g0_R3_R5_to_R7,42,A_prime,random,2,2,2,True,2,round_group,0.3036063955640391,xgboost,0.3644423685181512,-0.06083597295411208,0.3062182529834999,0.3644423685181512,0.3339696201840622,2,R7,ood
g0_R3_R5_to_R7,42,B,grouped,5,2,2,,2,round_group,0.41322639687399254,xgboost,0.3644423685181512,0.048784028355841336,0.3062182529834999,0.3644423685181512,0.3339696201840622,2,R7,ood
g0_R4_R6_to_R7,42,A,random,5,5,2,,2,round_group,0.863325261006431,xgboost,0.858674549620876,0.004650711385555062,0.8414375924608383,0.858674549620876,0.8586139188796598,2,R7,ood
g0_R4_R6_to_R7,42,A_prime,random,2,2,2,True,2,round_group,0.8649218973263826,xgboost,0.858674549620876,0.006247347705506612,0.8414375924608383,0.858674549620876,0.8586139188796598,2,R7,ood
g0_R4_R6_to_R7,42,B,grouped,5,2,2,,2,round_group,0.809301025128903,xgboost,0.858674549620876,-0.049373524491972964,0.8414375924608383,0.858674549620876,0.8586139188796598,2,R7,ood
g0_R2_R3_R5_to_R7,42,A,random,5,5,3,,3,round_group,0.6665171981040772,lightgbm,0.6745160152740837,-0.0079988171700065,0.617621595139765,0.6720028619758585,0.6745160152740837,3,R7,ood
g0_R2_R3_R5_to_R7,42,A_prime,random,3,3,3,True,3,round_group,0.6650660113616907,lightgbm,0.6745160152740837,-0.009450003912392924,0.617621595139765,0.6720028619758585,0.6745160152740837,3,R7,ood
g0_R2_R3_R5_to_R7,42,B,grouped,5,3,3,,3,round_group,0.45480975286319403,lightgbm,0.6745160152740837,-0.21970626241088964,0.617621595139765,0.6720028619758585,0.6745160152740837,3,R7,ood
g0_R2_R4_R6_to_R7,42,A,random,5,5,3,,3,round_group,0.8753755528130526,xgboost,0.8767660031836009,-0.0013904503705483018,0.8534222782940016,0.8767660031836009,0.8687845022127683,3,R7,ood
g0_R2_R4_R6_to_R7,42,A_prime,random,3,3,3,True,3,round_group,0.8740388429575361,xgboost,0.8767660031836009,-0.0027271602260647843,0.8534222782940016,0.8767660031836009,0.8687845022127683,3,R7,ood
g0_R2_R4_R6_to_R7,42,B,grouped,5,3,3,,3,round_group,0.829884566836349,xgboost,0.8767660031836009,-0.04688143634725184,0.8534222782940016,0.8767660031836009,0.8687845022127683,3,R7,ood
g0_R3_R4_R6_to_R7,42,A,random,5,5,3,,3,round_group,0.8722962289998506,xgboost,0.8727889083466168,-0.0004926793467662227,0.8388432623012895,0.8727889083466168,0.8724210399856002,3,R7,ood
g0_R3_R4_R6_to_R7,42,A_prime,random,3,3,3,True,3,round_group,0.8703330314558638,xgboost,0.8727889083466168,-0.002455876890752995,0.8388432623012895,0.8727889083466168,0.8724210399856002,3,R7,ood
g0_R3_R4_R6_to_R7,42,B,grouped,5,3,3,,3,round_group,0.7540634331462673,xgboost,0.8727889083466168,-0.11872547520034948,0.8388432623012895,0.8727889083466168,0.8724210399856002,3,R7,ood
