,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,334,29,6,30,0
Light_T1,1,249,109,35,0
Light_XM,3,51,304,37,0
Sensor,0,39,39,327,0
Socket,0,0,0,0,395
