,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,319,56,0,15,0
Light_T1,0,302,12,51,0
Light_XM,0,361,6,1,0
Sensor,1,340,0,21,0
Socket,0,0,0,0,368
