,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,327,1,68,3,0
Light_T1,2,0,378,14,0
Light_XM,1,0,380,14,0
Sensor,5,0,267,133,0
Socket,0,0,0,0,395
