,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,377,6,2,13,0
Light_T1,1,274,103,18,0
Light_XM,0,47,328,19,0
Sensor,1,58,112,228,0
Socket,0,0,0,0,406
