unit,arm,model,seed,macro_f1,f1_Camera,f1_Light_T1,f1_Light_XM,f1_Sensor,f1_Socket,dev_N1,dev_N6,dev_N30,stage1_acc
inner_to_R2,flat_drop_rssi,xgboost,43,0.7672317801975783,0.5982300884955752,0.7479452054794521,0.6786140979689367,0.8113695090439277,1.0,0.7672317801975783,0.9168525634644101,0.9492063492063492,
inner_to_R2,flat_drop_rssi,lightgbm,43,0.7695565272276548,0.6116838487972509,0.7319727891156462,0.7031055900621118,0.8010204081632653,1.0,0.7695565272276548,0.9193759091061775,0.9833043478260869,
inner_to_R2,flat_full94,rf,44,0.8232867427713974,0.9673758865248226,0.6628242074927954,0.7841059602649006,0.7021276595744681,1.0,0.8232867427713974,0.9604193404693543,1.0,
inner_to_R2,flat_full94,xgboost,44,0.7793019568021312,0.9511494252873564,0.5258064516129032,0.748730964467005,0.6708229426433915,1.0,0.7793019568021312,0.8767870930619978,0.912996336996337,
inner_to_R2,flat_full94,lightgbm,44,0.7934265218076193,0.9572649572649573,0.5414012738853503,0.7630208333333334,0.7054455445544554,1.0,0.7934265218076193,0.9011306042884991,0.909761583445794,
inner_to_R2,flat_drop_rssi,rf,44,0.731321031814996,0.5225563909774437,0.7123655913978495,0.6290322580645161,0.7926509186351706,1.0,0.731321031814996,0.8650285617304077,0.9128856624319418,
inner_to_R2,flat_drop_rssi,xgboost,44,0.7708945159208844,0.6014234875444839,0.7540983606557377,0.6865315852205006,0.8124191461836999,1.0,0.7708945159208844,0.9197381048683108,0.9664335664335665,
inner_to_R2,flat_drop_rssi,lightgbm,44,0.7695565272276548,0.6116838487972509,0.7319727891156462,0.7031055900621118,0.8010204081632653,1.0,0.7695565272276548,0.9193759091061775,0.9833043478260869,
inner_to_R2,flat_full94,rf,45,0.8224666538968947,0.9644381223328592,0.6657060518731989,0.7856191744340879,0.6965699208443272,1.0,0.8224666538968947,0.9571047720607838,1.0,
inner_to_R2,flat_full94,xgboost,45,0.776669932866919,0.9466089466089466,0.5235772357723577,0.7464968152866241,0.6666666666666666,1.0,0.776669932866919,0.884899414311179,0.888888888888889,
inner_to_R2,flat_full94,lightgbm,45,0.7934265218076193,0.9572649572649573,0.5414012738853503,0.7630208333333334,0.7054455445544554,1.0,0.7934265218076193,0.9011306042884991,0.909761583445794,
inner_to_R2,flat_drop_rssi,rf,45,0.7285892352468624,0.527306967984934,0.704,0.6293706293706294,0.7822685788787483,1.0,0.7285892352468624,0.8659568001260791,0.8933333333333333,
inner_to_R2,flat_drop_rssi,xgboost,45,0.7713514240804746,0.6091549295774648,0.7465940054495913,0.6890756302521008,0.8119325551232166,1.0,0.7713514240804746,0.9245580152714965,0.9492063492063492,
inner_to_R2,flat_drop_rssi,lightgbm,45,0.7695565272276548,0.6116838487972509,0.7319727891156462,0.7031055900621118,0.8010204081632653,1.0,0.7695565272276548,0.9193759091061775,0.9833043478260869,
inner_to_R2,flat_full94,rf,46,0.8251053213099541,0.9540229885057471,0.6810344827586207,0.7808764940239044,0.709592641261498,1.0,0.8251053213099541,0.963754499104313,1.0,
