,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,379,12,4,3,0
Light_T1,7,116,256,17,0
Light_XM,1,337,51,5,0
Sensor,0,223,37,139,0
Socket,0,0,0,0,406
