,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,119,0,0,0,0
Light_T1,1,104,12,2,0
Light_XM,0,15,96,7,0
Sensor,0,9,7,104,0
Socket,0,0,0,0,122
