unit,arm,seed,model,macro_f1,f1_Camera,f1_Light_T1,f1_Light_XM,f1_Sensor,f1_Socket,dev30_acc,n_blocks,n_overridden
pos_R5,flat_drop_rssi,43,rf,0.6800649685181419,0.5266903914590747,0.4710860366713681,0.7404479578392622,0.6621004566210046,1.0,0.9,60,0
pos_R5,override_gate3,43,rf,0.7307203218696181,0.8849557522123894,0.3623931623931624,0.7111622554660529,0.6950904392764858,1.0,0.8333333333333334,60,837
pos_R5,override_anyfam_loose,43,rf,0.7318900955162386,0.890190336749634,0.3642611683848797,0.7169373549883991,0.6880616174582799,1.0,0.8333333333333334,60,1287
pos_R5,ovo_full94,43,rf,0.6692110837289784,0.819620253164557,0.22580645161290322,0.677384780278671,0.6232439335887612,1.0,0.8,60,0
pos_R5,flat_full94,43,xgboost,0.6569126106209839,0.9165487977369166,0.08849557522123894,0.6980920314253648,0.5814266487213997,1.0,0.7833333333333333,60,0
pos_R5,flat_drop_rssi,43,xgboost,0.731767941506001,0.6153846153846154,0.540084388185654,0.7929634641407307,0.7104072398190046,1.0,0.9333333333333333,60,0
pos_R5,override_gate3,43,xgboost,0.7162089420342371,0.9165487977369166,0.23137254901960785,0.7128263337116912,0.7202970297029703,1.0,0.8166666666666667,60,690
pos_R5,override_anyfam_loose,43,xgboost,0.6985274437670592,0.8725637181409296,0.22745098039215686,0.6680942184154176,0.7245283018867924,1.0,0.8166666666666667,60,1244
pos_R5,ovo_full94,43,xgboost,0.6512758882033723,0.8925373134328358,0.10934744268077601,0.657563025210084,0.596931659693166,1.0,0.8,60,0
pos_R5,flat_full94,43,lightgbm,0.6583908067353137,0.8625730994152047,0.14965986394557823,0.7060158910329172,0.5737051792828686,1.0,0.7833333333333333,60,0
pos_R5,flat_drop_rssi,43,lightgbm,0.7334187064794107,0.624561403508772,0.5521126760563381,0.7860026917900403,0.7044167610419027,1.0,0.9333333333333333,60,0
pos_R5,override_gate3,43,lightgbm,0.712304284479619,0.8625730994152047,0.27533460803059273,0.7199100112485939,0.7037037037037037,1.0,0.8166666666666667,60,678
pos_R5,override_anyfam_loose,43,lightgbm,0.6923880853621197,0.8174962292609351,0.24854368932038834,0.6810810810810811,0.7148194271481942,1.0,0.7833333333333333,60,1255
