pair,sum_S1_6tasks,sum_S2_3tasks,sum_all_9tasks
Camera|Light_T1,-0.6614325229249927,-0.3263257234750877,-0.9877582464000804
Camera|Light_XM,-1.028103111129649,-0.479253082869873,-1.507356193999522
Camera|Sensor,-0.14115722556548727,-0.12711148743602996,-0.2682687130015172
Camera|Socket,0.0002331681725443735,0.0,0.0002331681725443735
Light_T1|Light_XM,1.5330598256433932,0.9816586858692516,2.514718511512645
Light_T1|Sensor,3.125161938117155,1.0600602920381932,4.1852222301553486
Light_T1|Socket,0.0,0.0,0.0
Light_XM|Sensor,1.3103102474316177,-0.0014228242883176367,1.3088874231433
Light_XM|Socket,-0.0018246080152024557,0.0,-0.0018246080152024557
Sensor|Socket,0.00010959784895958613,0.0,0.00010959784895958613
