,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,386,4,1,7,0
Light_T1,4,284,63,45,0
Light_XM,0,67,283,44,0
Sensor,1,51,33,314,0
Socket,0,0,0,0,406
