unit,unit_type,config,model,seed,n_cols,win_macro_f1,dev_N6_macro_f1,dev_N6_n_blocks,dev_N30_macro_f1,dev_N30_n_blocks
inner_to_R3,inner,full94,lightgbm,43,94,0.552736123006713,0.5286423254165189,308.0,0.5333333333333333,61.0
inner_to_R3,inner,full94,stacking,43,94,0.48744921816376136,0.436108798379838,308.0,0.42105263157894735,61.0
inner_to_R3,inner,full94,rf::Camera,43,94,0.9641434262948207,,,,
inner_to_R3,inner,full94,rf::Light_T1,43,94,0.22391857506361323,,,,
inner_to_R3,inner,full94,rf::Light_XM,43,94,0.6264501160092807,,,,
inner_to_R3,inner,full94,rf::Sensor,43,94,0.23461538461538461,,,,
inner_to_R3,inner,full94,rf::Socket,43,94,0.99867197875166,,,,
inner_to_R3,inner,full94,xgboost::Camera,43,94,0.9319640564826701,,,,
inner_to_R3,inner,full94,xgboost::Light_T1,43,94,0.12080536912751678,,,,
inner_to_R3,inner,full94,xgboost::Light_XM,43,94,0.5925925925925926,,,,
inner_to_R3,inner,full94,xgboost::Sensor,43,94,0.004424778761061947,,,,
inner_to_R3,inner,full94,xgboost::Socket,43,94,0.99867197875166,,,,
inner_to_R3,inner,full94,lightgbm::Camera,43,94,0.9391979301423027,,,,
inner_to_R3,inner,full94,lightgbm::Light_T1,43,94,0.14225941422594143,,,,
inner_to_R3,inner,full94,lightgbm::Light_XM,43,94,0.6081632653061224,,,,
inner_to_R3,inner,full94,lightgbm::Sensor,43,94,0.07538802660753881,,,,
inner_to_R3,inner,full94,lightgbm::Socket,43,94,0.99867197875166,,,,
inner_to_R3,inner,full94,stacking::Camera,43,94,0.9147869674185464,,,,
inner_to_R3,inner,full94,stacking::Light_T1,43,94,0.2593144560357675,,,,
inner_to_R3,inner,full94,stacking::Light_XM,43,94,0.216793893129771,,,,
inner_to_R3,inner,full94,stacking::Sensor,43,94,0.04767879548306148,,,,
inner_to_R3,inner,full94,stacking::Socket,43,94,0.99867197875166,,,,
inner_to_R4,inner,full94,rf,43,94,0.6694667262819676,0.7112623308826728,308.0,0.7333333333333333,61.0
inner_to_R4,inner,full94,xgboost,43,94,0.6640068246744149,0.7187356003615025,308.0,0.7333333333333333,61.0
inner_to_R4,inner,full94,lightgbm,43,94,0.6661799166983895,0.7202734515053244,308.0,0.7333333333333333,61.0
inner_to_R4,inner,full94,stacking,43,94,0.44752437724580824,0.4138342277877161,308.0,0.4,61.0
inner_to_R4,inner,full94,rf::Camera,43,94,0.9228650137741047,,,,
inner_to_R4,inner,full94,rf::Light_T1,43,94,0.5415094339622641,,,,
inner_to_R4,inner,full94,rf::Light_XM,43,94,0.11,,,,
inner_to_R4,inner,full94,rf::Sensor,43,94,0.7729591836734694,,,,
inner_to_R4,inner,full94,rf::Socket,43,94,1.0,,,,
inner_to_R4,inner,full94,xgboost::Camera,43,94,0.9380053908355795,,,,
inner_to_R4,inner,full94,xgboost::Light_T1,43,94,0.5293532338308458,,,,
inner_to_R4,inner,full94,xgboost::Light_XM,43,94,0.05025125628140704,,,,
inner_to_R4,inner,full94,xgboost::Sensor,43,94,0.8024242424242424,,,,
inner_to_R4,inner,full94,xgboost::Socket,43,94,1.0,,,,
inner_to_R4,inner,full94,lightgbm::Camera,43,94,0.9378378378378378,,,,
inner_to_R4,inner,full94,lightgbm::Light_T1,43,94,0.5449160908193484,,,,
inner_to_R4,inner,full94,lightgbm::Light_XM,43,94,0.055,,,,
inner_to_R4,inner,full94,lightgbm::Sensor,43,94,0.7931456548347613,,,,
inner_to_R4,inner,full94,lightgbm::Socket,43,94,1.0,,,,
inner_to_R4,inner,full94,stacking::Camera,43,94,0.9349593495934959,,,,
inner_to_R4,inner,full94,stacking::Light_T1,43,94,0.18094089264173704,,,,
inner_to_R4,inner,full94,stacking::Light_XM,43,94,0.06982543640897755,,,,
inner_to_R4,inner,full94,stacking::Sensor,43,94,0.05189620758483034,,,,
inner_to_R4,inner,full94,stacking::Socket,43,94,1.0,,,,
pos_R5,outer,full94,rf,43,94,0.696014444295626,0.7698709274453314,304.0,0.7214285714285714,60.0
pos_R5,outer,full94,xgboost,43,94,0.6569126106209839,0.6948925965168389,304.0,0.7146853146853147,60.0
pos_R5,outer,full94,lightgbm,43,94,0.6583908067353137,0.6994959648853432,304.0,0.7117241379310345,60.0
pos_R5,outer,full94,stacking,43,94,0.7200438963805762,0.7736275154936392,304.0,0.7562864721485412,60.0
pos_R5,outer,full94,rf::Camera,43,94,0.8849557522123894,,,,
pos_R5,outer,full94,rf::Light_T1,43,94,0.26981450252951095,,,,
pos_R5,outer,full94,rf::Light_XM,43,94,0.6825396825396826,,,,
pos_R5,outer,full94,rf::Sensor,43,94,0.6427622841965471,,,,
pos_R5,outer,full94,rf::Socket,43,94,1.0,,,,
pos_R5,outer,full94,xgboost::Camera,43,94,0.9165487977369166,,,,
pos_R5,outer,full94,xgboost::Light_T1,43,94,0.08849557522123894,,,,
pos_R5,outer,full94,xgboost::Light_XM,43,94,0.6980920314253648,,,,
pos_R5,outer,full94,xgboost::Sensor,43,94,0.5814266487213997,,,,
pos_R5,outer,full94,xgboost::Socket,43,94,1.0,,,,
pos_R5,outer,full94,lightgbm::Camera,43,94,0.8625730994152047,,,,
pos_R5,outer,full94,lightgbm::Light_T1,43,94,0.14965986394557823,,,,
pos_R5,outer,full94,lightgbm::Light_XM,43,94,0.7060158910329172,,,,
pos_R5,outer,full94,lightgbm::Sensor,43,94,0.5737051792828686,,,,
pos_R5,outer,full94,lightgbm::Socket,43,94,1.0,,,,
pos_R5,outer,full94,stacking::Camera,43,94,0.9033189033189033,,,,
pos_R5,outer,full94,stacking::Light_T1,43,94,0.3694029850746269,,,,
pos_R5,outer,full94,stacking::Light_XM,43,94,0.6842684268426843,,,,
pos_R5,outer,full94,stacking::Sensor,43,94,0.6432291666666666,,,,
pos_R5,outer,full94,stacking::Socket,43,94,1.0,,,,
jit_R6,outer,full94,rf,43,94,0.7536787218386124,0.8911670553034939,333.0,0.9542145593869732,66.0
jit_R6,outer,full94,xgboost,43,94,0.7769578127010457,0.9254035714285713,333.0,1.0,66.0
jit_R6,outer,full94,lightgbm,43,94,0.7640759809256255,0.8988112877184232,333.0,0.9690476190476189,66.0
jit_R6,outer,full94,stacking,43,94,0.7025556635612216,0.7982114577534425,333.0,0.8908545727136431,66.0
jit_R6,outer,full94,rf::Camera,43,94,0.8394366197183099,,,,
jit_R6,outer,full94,rf::Light_T1,43,94,0.6062717770034843,,,,
jit_R6,outer,full94,rf::Light_XM,43,94,0.6149584487534626,,,,
jit_R6,outer,full94,rf::Sensor,43,94,0.7077267637178052,,,,
jit_R6,outer,full94,rf::Socket,43,94,1.0,,,,
jit_R6,outer,full94,xgboost::Camera,43,94,0.9064935064935065,,,,
jit_R6,outer,full94,xgboost::Light_T1,43,94,0.6169665809768637,,,,
jit_R6,outer,full94,xgboost::Light_XM,43,94,0.6557734204793029,,,,
jit_R6,outer,full94,xgboost::Sensor,43,94,0.7055555555555556,,,,
jit_R6,outer,full94,xgboost::Socket,43,94,1.0,,,,
jit_R6,outer,full94,lightgbm::Camera,43,94,0.9057104913678619,,,,
jit_R6,outer,full94,lightgbm::Light_T1,43,94,0.5947441217150761,,,,
jit_R6,outer,full94,lightgbm::Light_XM,43,94,0.640625,,,,
jit_R6,outer,full94,lightgbm::Sensor,43,94,0.6793002915451894,,,,
jit_R6,outer,full94,lightgbm::Socket,43,94,1.0,,,,
jit_R6,outer,full94,stacking::Camera,43,94,0.8942436412315931,,,,
jit_R6,outer,full94,stacking::Light_T1,43,94,0.41594022415940224,,,,
jit_R6,outer,full94,stacking::Light_XM,43,94,0.5318627450980392,,,,
jit_R6,outer,full94,stacking::Sensor,43,94,0.6707317073170732,,,,
jit_R6,outer,full94,stacking::Socket,43,94,1.0,,,,
jit_R7,outer,full94,rf,43,94,0.8236975201013944,0.9669303276439273,333.0,1.0,66.0
jit_R7,outer,full94,xgboost,43,94,0.8133923108988175,0.954509500805153,333.0,1.0,66.0
jit_R7,outer,full94,lightgbm,43,94,0.8088477748505276,0.9367889416390183,333.0,1.0,66.0
jit_R7,outer,full94,stacking,43,94,0.7420886846441473,0.8249284231030745,333.0,0.8426890756302521,66.0
jit_R7,outer,full94,rf::Camera,43,94,0.940554821664465,,,,
jit_R7,outer,full94,rf::Light_T1,43,94,0.687793427230047,,,,
jit_R7,outer,full94,rf::Light_XM,43,94,0.7165775401069518,,,,
jit_R7,outer,full94,rf::Sensor,43,94,0.773561811505508,,,,
jit_R7,outer,full94,rf::Socket,43,94,1.0,,,,
jit_R7,outer,full94,xgboost::Camera,43,94,0.9596879063719116,,,,
jit_R7,outer,full94,xgboost::Light_T1,43,94,0.7004830917874396,,,,
jit_R7,outer,full94,xgboost::Light_XM,43,94,0.7083333333333334,,,,
jit_R7,outer,full94,xgboost::Sensor,43,94,0.6984572230014026,,,,
jit_R7,outer,full94,xgboost::Socket,43,94,1.0,,,,
jit_R7,outer,full94,lightgbm::Camera,43,94,0.9703989703989704,,,,
jit_R7,outer,full94,lightgbm::Light_T1,43,94,0.7016645326504481,,,,
jit_R7,outer,full94,lightgbm::Light_XM,43,94,0.6986155484558041,,,,
jit_R7,outer,full94,lightgbm::Sensor,43,94,0.6735598227474151,,,,
jit_R7,outer,full94,lightgbm::Socket,43,94,1.0,,,,
jit_R7,outer,full94,stacking::Camera,43,94,0.9664082687338501,,,,
jit_R7,outer,full94,stacking::Light_T1,43,94,0.40387275242047027,,,,
jit_R7,outer,full94,stacking::Light_XM,43,94,0.6110484780157835,,,,
jit_R7,outer,full94,stacking::Sensor,43,94,0.7291139240506329,,,,
jit_R7,outer,full94,stacking::Socket,43,94,1.0,,,,
inner_to_R2,inner,drop_rssi,rf,43,86,0.7321171867262886,0.8887990012275182,304.0,0.9314285714285713,60.0
inner_to_R2,inner,drop_rssi,xgboost,43,86,0.7672317801975783,0.9168525634644101,304.0,0.9492063492063492,60.0
inner_to_R2,inner,drop_rssi,lightgbm,43,86,0.7695565272276548,0.9193759091061775,304.0,0.9833043478260869,60.0
inner_to_R2,inner,drop_rssi,stacking,43,86,0.773725770648037,0.935140174166117,304.0,0.9664335664335665,60.0
inner_to_R2,inner,drop_rssi,rf::Camera,43,86,0.5315985130111525,,,,
inner_to_R2,inner,drop_rssi,rf::Light_T1,43,86,0.706199460916442,,,,
inner_to_R2,inner,drop_rssi,rf::Light_XM,43,86,0.633177570093458,,,,
inner_to_R2,inner,drop_rssi,rf::Sensor,43,86,0.7896103896103897,,,,
inner_to_R2,inner,drop_rssi,rf::Socket,43,86,1.0,,,,
inner_to_R2,inner,drop_rssi,xgboost::Camera,43,86,0.5982300884955752,,,,
inner_to_R2,inner,drop_rssi,xgboost::Light_T1,43,86,0.7479452054794521,,,,
inner_to_R2,inner,drop_rssi,xgboost::Light_XM,43,86,0.6786140979689367,,,,
inner_to_R2,inner,drop_rssi,xgboost::Sensor,43,86,0.8113695090439277,,,,
inner_to_R2,inner,drop_rssi,xgboost::Socket,43,86,1.0,,,,
inner_to_R2,inner,drop_rssi,lightgbm::Camera,43,86,0.6116838487972509,,,,
inner_to_R2,inner,drop_rssi,lightgbm::Light_T1,43,86,0.7319727891156462,,,,
inner_to_R2,inner,drop_rssi,lightgbm::Light_XM,43,86,0.7031055900621118,,,,
inner_to_R2,inner,drop_rssi,lightgbm::Sensor,43,86,0.8010204081632653,,,,
inner_to_R2,inner,drop_rssi,lightgbm::Socket,43,86,1.0,,,,
inner_to_R2,inner,drop_rssi,stacking::Camera,43,86,0.63,,,,
inner_to_R2,inner,drop_rssi,stacking::Light_T1,43,86,0.739803094233474,,,,
inner_to_R2,inner,drop_rssi,stacking::Light_XM,43,86,0.6868932038834952,,,,
inner_to_R2,inner,drop_rssi,stacking::Sensor,43,86,0.8119325551232166,,,,
inner_to_R2,inner,drop_rssi,stacking::Socket,43,86,1.0,,,,
inner_to_R3,inner,drop_rssi,rf,43,86,0.8202968061635023,0.9506020541549953,308.0,1.0,61.0
inner_to_R3,inner,drop_rssi,xgboost,43,86,0.8487882880809605,0.9705012664079622,308.0,1.0,61.0
inner_to_R3,inner,drop_rssi,lightgbm,43,86,0.8460666794811063,0.9671277027481018,308.0,1.0,61.0
inner_to_R3,inner,drop_rssi,stacking,43,86,0.8366176142019729,0.9638052690675188,308.0,1.0,61.0
inner_to_R3,inner,drop_rssi,rf::Camera,43,86,0.9220607661822986,,,,
inner_to_R3,inner,drop_rssi,rf::Light_T1,43,86,0.7223796033994334,,,,
inner_to_R3,inner,drop_rssi,rf::Light_XM,43,86,0.659942363112392,,,,
inner_to_R3,inner,drop_rssi,rf::Sensor,43,86,0.7984293193717278,,,,
inner_to_R3,inner,drop_rssi,rf::Socket,43,86,0.99867197875166,,,,
inner_to_R3,inner,drop_rssi,xgboost::Camera,43,86,0.9493333333333334,,,,
inner_to_R3,inner,drop_rssi,xgboost::Light_T1,43,86,0.7311522048364154,,,,
inner_to_R3,inner,drop_rssi,xgboost::Light_XM,43,86,0.7185289957567186,,,,
inner_to_R3,inner,drop_rssi,xgboost::Sensor,43,86,0.8462549277266754,,,,
inner_to_R3,inner,drop_rssi,xgboost::Socket,43,86,0.99867197875166,,,,
inner_to_R3,inner,drop_rssi,lightgbm::Camera,43,86,0.9424083769633508,,,,
inner_to_R3,inner,drop_rssi,lightgbm::Light_T1,43,86,0.7212643678160919,,,,
inner_to_R3,inner,drop_rssi,lightgbm::Light_XM,43,86,0.7134670487106017,,,,
inner_to_R3,inner,drop_rssi,lightgbm::Sensor,43,86,0.854521625163827,,,,
inner_to_R3,inner,drop_rssi,lightgbm::Socket,43,86,0.99867197875166,,,,
inner_to_R3,inner,drop_rssi,stacking::Camera,43,86,0.9123252858958069,,,,
inner_to_R3,inner,drop_rssi,stacking::Light_T1,43,86,0.723589001447178,,,,
inner_to_R3,inner,drop_rssi,stacking::Light_XM,43,86,0.6936416184971098,,,,
inner_to_R3,inner,drop_rssi,stacking::Sensor,43,86,0.8548601864181092,,,,
inner_to_R3,inner,drop_rssi,stacking::Socket,43,86,0.99867197875166,,,,
inner_to_R4,inner,drop_rssi,rf,43,86,0.7184034523508986,0.8633254491540207,308.0,0.9673333333333332,61.0
inner_to_R4,inner,drop_rssi,xgboost,43,86,0.7628771327929813,0.9139801561400075,308.0,0.984,61.0
inner_to_R4,inner,drop_rssi,lightgbm,43,86,0.7644700953224918,0.915108461685192,308.0,0.984,61.0
inner_to_R4,inner,drop_rssi,stacking,43,86,0.7585139782158885,0.9294236919613365,308.0,0.984,61.0
inner_to_R4,inner,drop_rssi,rf::Camera,43,86,0.6296296296296297,,,,
inner_to_R4,inner,drop_rssi,rf::Light_T1,43,86,0.5801886792452831,,,,
inner_to_R4,inner,drop_rssi,rf::Light_XM,43,86,0.643979057591623,,,,
inner_to_R4,inner,drop_rssi,rf::Sensor,43,86,0.7382198952879581,,,,
inner_to_R4,inner,drop_rssi,rf::Socket,43,86,1.0,,,,
inner_to_R4,inner,drop_rssi,xgboost::Camera,43,86,0.7434715821812596,,,,
inner_to_R4,inner,drop_rssi,xgboost::Light_T1,43,86,0.6251468860164512,,,,
inner_to_R4,inner,drop_rssi,xgboost::Light_XM,43,86,0.6957671957671958,,,,
inner_to_R4,inner,drop_rssi,xgboost::Sensor,43,86,0.75,,,,
inner_to_R4,inner,drop_rssi,xgboost::Socket,43,86,1.0,,,,
inner_to_R4,inner,drop_rssi,lightgbm::Camera,43,86,0.7630769230769231,,,,
inner_to_R4,inner,drop_rssi,lightgbm::Light_T1,43,86,0.6258823529411764,,,,
inner_to_R4,inner,drop_rssi,lightgbm::Light_XM,43,86,0.6816380449141347,,,,
inner_to_R4,inner,drop_rssi,lightgbm::Sensor,43,86,0.7517531556802244,,,,
inner_to_R4,inner,drop_rssi,lightgbm::Socket,43,86,1.0,,,,
inner_to_R4,inner,drop_rssi,stacking::Camera,43,86,0.7381275440976933,,,,
inner_to_R4,inner,drop_rssi,stacking::Light_T1,43,86,0.6289308176100629,,,,
inner_to_R4,inner,drop_rssi,stacking::Light_XM,43,86,0.6865671641791045,,,,
inner_to_R4,inner,drop_rssi,stacking::Sensor,43,86,0.738944365192582,,,,
inner_to_R4,inner,drop_rssi,stacking::Socket,43,86,1.0,,,,
pos_R5,outer,drop_rssi,rf,43,86,0.6800649685181419,0.8103106552804924,304.0,0.8993788819875776,60.0
pos_R5,outer,drop_rssi,xgboost,43,86,0.731767941506001,0.8520740680605897,304.0,0.9327184892402283,60.0
pos_R5,outer,drop_rssi,lightgbm,43,86,0.7334187064794107,0.8629451839961465,304.0,0.9327184892402283,60.0
pos_R5,outer,drop_rssi,stacking,43,86,0.7192867927040735,0.8550753467766443,304.0,0.9327184892402283,60.0
pos_R5,outer,drop_rssi,rf::Camera,43,86,0.5266903914590747,,,,
pos_R5,outer,drop_rssi,rf::Light_T1,43,86,0.4710860366713681,,,,
pos_R5,outer,drop_rssi,rf::Light_XM,43,86,0.7404479578392622,,,,
pos_R5,outer,drop_rssi,rf::Sensor,43,86,0.6621004566210046,,,,
pos_R5,outer,drop_rssi,rf::Socket,43,86,1.0,,,,
pos_R5,outer,drop_rssi,xgboost::Camera,43,86,0.6153846153846154,,,,
pos_R5,outer,drop_rssi,xgboost::Light_T1,43,86,0.540084388185654,,,,
pos_R5,outer,drop_rssi,xgboost::Light_XM,43,86,0.7929634641407307,,,,
pos_R5,outer,drop_rssi,xgboost::Sensor,43,86,0.7104072398190046,,,,
pos_R5,outer,drop_rssi,xgboost::Socket,43,86,1.0,,,,
pos_R5,outer,drop_rssi,lightgbm::Camera,43,86,0.624561403508772,,,,
pos_R5,outer,drop_rssi,lightgbm::Light_T1,43,86,0.5521126760563381,,,,
pos_R5,outer,drop_rssi,lightgbm::Light_XM,43,86,0.7860026917900403,,,,
pos_R5,outer,drop_rssi,lightgbm::Sensor,43,86,0.7044167610419027,,,,
pos_R5,outer,drop_rssi,lightgbm::Socket,43,86,1.0,,,,
pos_R5,outer,drop_rssi,stacking::Camera,43,86,0.622792937399679,,,,
pos_R5,outer,drop_rssi,stacking::Light_T1,43,86,0.5139500734214391,,,,
pos_R5,outer,drop_rssi,stacking::Light_XM,43,86,0.7641379310344828,,,,
pos_R5,outer,drop_rssi,stacking::Sensor,43,86,0.6955530216647663,,,,
pos_R5,outer,drop_rssi,stacking::Socket,43,86,1.0,,,,
jit_R6,outer,drop_rssi,rf,43,86,0.6969952128547735,0.8443124793374904,333.0,0.9215850815850816,66.0
jit_R6,outer,drop_rssi,xgboost,43,86,0.7368013456573799,0.881593846945273,333.0,0.9845925925925926,66.0
jit_R6,outer,drop_rssi,lightgbm,43,86,0.7434294873428366,0.8998623817343029,333.0,1.0,66.0
jit_R6,outer,drop_rssi,stacking,43,86,0.7467249415108932,0.9064531319535524,333.0,1.0,66.0
jit_R6,outer,drop_rssi,rf::Camera,43,86,0.5892547660311959,,,,
jit_R6,outer,drop_rssi,rf::Light_T1,43,86,0.5862433862433862,,,,
jit_R6,outer,drop_rssi,rf::Light_XM,43,86,0.5888738127544098,,,,
jit_R6,outer,drop_rssi,rf::Sensor,43,86,0.7206040992448759,,,,
jit_R6,outer,drop_rssi,rf::Socket,43,86,1.0,,,,
jit_R6,outer,drop_rssi,xgboost::Camera,43,86,0.6510851419031719,,,,
jit_R6,outer,drop_rssi,xgboost::Light_T1,43,86,0.6172043010752688,,,,
jit_R6,outer,drop_rssi,xgboost::Light_XM,43,86,0.6381842456608812,,,,
jit_R6,outer,drop_rssi,xgboost::Sensor,43,86,0.7775330396475771,,,,
jit_R6,outer,drop_rssi,xgboost::Socket,43,86,1.0,,,,
jit_R6,outer,drop_rssi,lightgbm::Camera,43,86,0.6710526315789473,,,,
jit_R6,outer,drop_rssi,lightgbm::Light_T1,43,86,0.621380846325167,,,,
jit_R6,outer,drop_rssi,lightgbm::Light_XM,43,86,0.6421052631578947,,,,
jit_R6,outer,drop_rssi,lightgbm::Sensor,43,86,0.782608695652174,,,,
jit_R6,outer,drop_rssi,lightgbm::Socket,43,86,1.0,,,,
jit_R6,outer,drop_rssi,stacking::Camera,43,86,0.694006309148265,,,,
jit_R6,outer,drop_rssi,stacking::Light_T1,43,86,0.6245847176079734,,,,
jit_R6,outer,drop_rssi,stacking::Light_XM,43,86,0.6414073071718539,,,,
jit_R6,outer,drop_rssi,stacking::Sensor,43,86,0.7736263736263737,,,,
jit_R6,outer,drop_rssi,stacking::Socket,43,86,1.0,,,,
jit_R7,outer,drop_rssi,rf,43,86,0.79001019929637,0.9788753936122359,333.0,1.0,66.0
jit_R7,outer,drop_rssi,xgboost,43,86,0.8361471451792145,0.9758007556480839,333.0,1.0,66.0
jit_R7,outer,drop_rssi,lightgbm,43,86,0.8358327659297284,0.9848450830713965,333.0,1.0,66.0
jit_R7,outer,drop_rssi,stacking,43,86,0.8311616914913669,0.9786883035426122,333.0,1.0,66.0
jit_R7,outer,drop_rssi,rf::Camera,43,86,0.8032786885245902,,,,
jit_R7,outer,drop_rssi,rf::Light_T1,43,86,0.6813186813186813,,,,
jit_R7,outer,drop_rssi,rf::Light_XM,43,86,0.7227979274611399,,,,
jit_R7,outer,drop_rssi,rf::Sensor,43,86,0.7426556991774383,,,,
jit_R7,outer,drop_rssi,rf::Socket,43,86,1.0,,,,
jit_R7,outer,drop_rssi,xgboost::Camera,43,86,0.8674698795180723,,,,
jit_R7,outer,drop_rssi,xgboost::Light_T1,43,86,0.7270501835985312,,,,
jit_R7,outer,drop_rssi,xgboost::Light_XM,43,86,0.7829560585885486,,,,
jit_R7,outer,drop_rssi,xgboost::Sensor,43,86,0.8032596041909197,,,,
jit_R7,outer,drop_rssi,xgboost::Socket,43,86,1.0,,,,
jit_R7,outer,drop_rssi,lightgbm::Camera,43,86,0.870026525198939,,,,
jit_R7,outer,drop_rssi,lightgbm::Light_T1,43,86,0.7326732673267327,,,,
jit_R7,outer,drop_rssi,lightgbm::Light_XM,43,86,0.776,,,,
jit_R7,outer,drop_rssi,lightgbm::Sensor,43,86,0.8004640371229699,,,,
jit_R7,outer,drop_rssi,lightgbm::Socket,43,86,1.0,,,,
jit_R7,outer,drop_rssi,stacking::Camera,43,86,0.8758002560819462,,,,
jit_R7,outer,drop_rssi,stacking::Light_T1,43,86,0.7191867852604829,,,,
jit_R7,outer,drop_rssi,stacking::Light_XM,43,86,0.773936170212766,,,,
jit_R7,outer,drop_rssi,stacking::Sensor,43,86,0.7868852459016393,,,,
jit_R7,outer,drop_rssi,stacking::Socket,43,86,1.0,,,,
inner_to_R2,inner,full94,rf,44,94,0.8232867427713974,0.9604193404693543,304.0,1.0,60.0
inner_to_R2,inner,full94,xgboost,44,94,0.7793019568021312,0.8767870930619978,304.0,0.912996336996337,60.0
inner_to_R2,inner,full94,lightgbm,44,94,0.7934265218076193,0.9011306042884991,304.0,0.909761583445794,60.0
inner_to_R2,inner,full94,stacking,44,94,0.6422554550292006,0.6877961019490255,304.0,0.7,60.0
inner_to_R2,inner,full94,rf::Camera,44,94,0.9673758865248226,,,,
inner_to_R2,inner,full94,rf::Light_T1,44,94,0.6628242074927954,,,,
inner_to_R2,inner,full94,rf::Light_XM,44,94,0.7841059602649006,,,,
inner_to_R2,inner,full94,rf::Sensor,44,94,0.7021276595744681,,,,
inner_to_R2,inner,full94,rf::Socket,44,94,1.0,,,,
inner_to_R2,inner,full94,xgboost::Camera,44,94,0.9511494252873564,,,,
inner_to_R2,inner,full94,xgboost::Light_T1,44,94,0.5258064516129032,,,,
inner_to_R2,inner,full94,xgboost::Light_XM,44,94,0.748730964467005,,,,
inner_to_R2,inner,full94,xgboost::Sensor,44,94,0.6708229426433915,,,,
inner_to_R2,inner,full94,xgboost::Socket,44,94,1.0,,,,
inner_to_R2,inner,full94,lightgbm::Camera,44,94,0.9572649572649573,,,,
inner_to_R2,inner,full94,lightgbm::Light_T1,44,94,0.5414012738853503,,,,
inner_to_R2,inner,full94,lightgbm::Light_XM,44,94,0.7630208333333334,,,,
inner_to_R2,inner,full94,lightgbm::Sensor,44,94,0.7054455445544554,,,,
inner_to_R2,inner,full94,lightgbm::Socket,44,94,1.0,,,,
inner_to_R2,inner,full94,stacking::Camera,44,94,0.9875862068965517,,,,
inner_to_R2,inner,full94,stacking::Light_T1,44,94,0.4321705426356589,,,,
inner_to_R2,inner,full94,stacking::Light_XM,44,94,0.056451612903225805,,,,
inner_to_R2,inner,full94,stacking::Sensor,44,94,0.7350689127105666,,,,
inner_to_R2,inner,full94,stacking::Socket,44,94,1.0,,,,
inner_to_R3,inner,full94,rf,44,94,0.6222269787634606,0.6152968177223619,308.0,0.567843137254902,61.0
inner_to_R3,inner,full94,xgboost,44,94,0.5276304111997383,0.5363764705882353,308.0,0.5333333333333333,61.0
inner_to_R3,inner,full94,lightgbm,44,94,0.552736123006713,0.5286423254165189,308.0,0.5333333333333333,61.0
inner_to_R3,inner,full94,stacking,44,94,0.5143917112934255,0.5004697194765548,308.0,0.4762105263157895,61.0
inner_to_R3,inner,full94,rf::Camera,44,94,0.9692101740294511,,,,
inner_to_R3,inner,full94,rf::Light_T1,44,94,0.23604060913705585,,,,
inner_to_R3,inner,full94,rf::Light_XM,44,94,0.6355140186915887,,,,
inner_to_R3,inner,full94,rf::Sensor,44,94,0.27169811320754716,,,,
inner_to_R3,inner,full94,rf::Socket,44,94,0.99867197875166,,,,
inner_to_R3,inner,full94,xgboost::Camera,44,94,0.9307692307692308,,,,
inner_to_R3,inner,full94,xgboost::Light_T1,44,94,0.10540540540540541,,,,
inner_to_R3,inner,full94,xgboost::Light_XM,44,94,0.5902335456475584,,,,
inner_to_R3,inner,full94,xgboost::Sensor,44,94,0.013071895424836602,,,,
inner_to_R3,inner,full94,xgboost::Socket,44,94,0.99867197875166,,,,
inner_to_R3,inner,full94,lightgbm::Camera,44,94,0.9391979301423027,,,,
inner_to_R3,inner,full94,lightgbm::Light_T1,44,94,0.14225941422594143,,,,
inner_to_R3,inner,full94,lightgbm::Light_XM,44,94,0.6081632653061224,,,,
inner_to_R3,inner,full94,lightgbm::Sensor,44,94,0.07538802660753881,,,,
inner_to_R3,inner,full94,lightgbm::Socket,44,94,0.99867197875166,,,,
inner_to_R3,inner,full94,stacking::Camera,44,94,0.9159347553324969,,,,
inner_to_R3,inner,full94,stacking::Light_T1,44,94,0.2414307004470939,,,,
inner_to_R3,inner,full94,stacking::Light_XM,44,94,0.3746556473829201,,,,
inner_to_R3,inner,full94,stacking::Sensor,44,94,0.04126547455295736,,,,
inner_to_R3,inner,full94,stacking::Socket,44,94,0.99867197875166,,,,
inner_to_R4,inner,full94,rf,44,94,0.669298354700006,0.7112623308826728,308.0,0.7333333333333333,61.0
inner_to_R4,inner,full94,xgboost,44,94,0.6625483023553383,0.7187356003615025,308.0,0.7333333333333333,61.0
inner_to_R4,inner,full94,lightgbm,44,94,0.6661799166983895,0.7202734515053244,308.0,0.7333333333333333,61.0
inner_to_R4,inner,full94,stacking,44,94,0.4464161480400376,0.40782461240310075,308.0,0.4,61.0
inner_to_R4,inner,full94,rf::Camera,44,94,0.9228650137741047,,,,
inner_to_R4,inner,full94,rf::Light_T1,44,94,0.5348399246704332,,,,
inner_to_R4,inner,full94,rf::Light_XM,44,94,0.11442786069651742,,,,
inner_to_R4,inner,full94,rf::Sensor,44,94,0.7743589743589744,,,,
inner_to_R4,inner,full94,rf::Socket,44,94,1.0,,,,
inner_to_R4,inner,full94,xgboost::Camera,44,94,0.9365721997300944,,,,
inner_to_R4,inner,full94,xgboost::Light_T1,44,94,0.5312190287413281,,,,
inner_to_R4,inner,full94,xgboost::Light_XM,44,94,0.050761421319796954,,,,
inner_to_R4,inner,full94,xgboost::Sensor,44,94,0.7941888619854721,,,,
