,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,376,7,1,6,0
Light_T1,1,245,52,67,0
Light_XM,1,302,64,1,0
Sensor,5,239,1,117,0
Socket,0,0,0,0,368
