,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,368,8,1,13,0
Light_T1,2,276,20,67,0
Light_XM,0,310,5,53,0
Sensor,1,39,6,316,0
Socket,0,0,0,0,368
