,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,117,0,0,0,0
Light_T1,1,102,3,4,0
Light_XM,1,7,99,3,0
Sensor,2,11,7,89,0
Socket,0,0,0,0,110
