,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,248,0,103,11,0
Light_T1,0,74,134,155,0
Light_XM,0,1,313,51,0
Sensor,3,175,0,185,0
Socket,0,0,0,0,363
