,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,340,0,6,16,0
Light_T1,3,21,116,223,0
Light_XM,3,1,248,113,0
Sensor,0,357,0,6,0
Socket,0,0,0,0,363
