,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,683,7,73,28,6
Light_T1,4,206,546,34,0
Light_XM,1,83,685,20,0
Sensor,0,120,521,163,0
Socket,0,0,0,0,801
