feature,importance
rssi_max,0.07533161993588185
rssi_min,0.073876593058703
rssi_std,0.06237979902752755
rssi_p10,0.05419368482383469
up_len_mean,0.04937729349901899
up_len_p50,0.04883819190069263
rssi_p90,0.04452850942640384
rssi_p50,0.028013701206757956
rssi_mean,0.02651842089068958
up_ia_std,0.023429681235541473
len_max,0.019665035993494707
up_ia_mean,0.017259277121098107
len_range,0.01629023032271024
len_p10,0.015381162466231125
subtype_4_ratio,0.014884643220089002
null_data_ratio,0.01390831393512176
up_packet_ratio,0.013104843459125267
len_cv,0.012973857881142541
len_min,0.012839769594075977
len_p95,0.012793464731640239
retry_ratio,0.012793216791985034
len_p25,0.012727796192977717
subtype_8_ratio,0.012053597028011146
down_packet_ratio,0.011064982409435877
qos_data_ratio,0.010708973207841893
burst_count,0.010566355973243539
down_len_std,0.010525664007742287
len_std,0.009763670539417789
len_p90,0.009493122947899712
unique_sa_count,0.009050461989687938
len_up_down_diff,0.008735037209500678
len_mean,0.00862969719921599
unique_da_count,0.008467804767182022
down_ia_std,0.008162421768320813
down_len_p50,0.007956588728661904
down_len_mean,0.007644999661583397
len_p50,0.0076371826946869436
interarrival_p75,0.007629927906245238
other_packet_ratio,0.007523606574554186
subtype_0_ratio,0.007279525177240858
interarrival_iqr,0.006893077478910462
len_p75,0.006489051867827988
burst_packet_ratio,0.006438656556906486
burst_packet_fraction,0.006426738398954487
byte_count,0.006284821571688666
interarrival_p50,0.006164710716215462
subwin_byte_mean,0.0060676787111305416
down_ia_mean,0.006049654318234624
burst_size_max,0.006042172669193693
subwin_packet_mean,0.00599391451630378
packet_count,0.005911169355813891
subwin_packet_cv,0.005780467451004174
burst_size_std,0.005673565837300764
subwin_byte_std,0.005624502378097806
subwin_byte_max,0.005617941383044172
burst_size_mean,0.0055404354382072515
len_iqr,0.005394944066563183
interarrival_max,0.0052194901883908145
interarrival_std,0.0050744163611991955
long_gap_ratio,0.005070340060655733
active_subwin_count,0.005000043611517929
interarrival_p90,0.004962367160386192
subwin_packet_max,0.0048145211138730225
interarrival_mean,0.004739696737790514
interarrival_min,0.004722927261033744
interarrival_p10,0.004539066075110112
subwin_packet_std,0.004457358991206133
interarrival_p95,0.00429494068004203
interarrival_p25,0.004267272543080753
interarrival_cv,0.004136041674680777
burst_size_min,0.004031085447467468
up_down_ratio,0.002738425739234286
subwin_byte_min,0.0010788559520716638
subwin_packet_min,0.001071813740545185
subtype_5_ratio,0.0009409496935541482
data_ratio,0.0008614656105376168
mgmt_ratio,0.0008258048949399759
side_packet_ratio,0.0007568872420698679
ctrl_ratio,0.0
subtype_14_ratio,0.0
subtype_15_ratio,0.0
subtype_7_ratio,0.0
subtype_9_ratio,0.0
subtype_13_ratio,0.0
subtype_11_ratio,0.0
subtype_12_ratio,0.0
subtype_6_ratio,0.0
subtype_1_ratio,0.0
subtype_2_ratio,0.0
subtype_3_ratio,0.0
rssi_missing_ratio,0.0
subtype_10_ratio,0.0
up_len_std,0.0
bssid_known,0.0
