,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,108,0,1,0,0
Light_T1,0,90,17,2,0
Light_XM,0,15,94,0,0
Sensor,0,0,0,109,0
Socket,0,0,0,0,109
