,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,117,0,0,0,0
Light_T1,1,103,2,4,0
Light_XM,0,13,91,6,0
Sensor,4,19,4,82,0
Socket,0,0,0,0,110
