,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,298,0,44,21,0
Light_T1,7,7,273,78,0
Light_XM,0,291,67,5,0
Sensor,4,208,10,140,0
Socket,0,0,0,0,363
