,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,92,246,0,24,0
Light_T1,0,347,12,4,0
Light_XM,1,258,106,0,0
Sensor,0,5,64,294,0
Socket,0,0,0,0,363
