,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,332,2,0,1,0
Light_T1,0,302,7,18,0
Light_XM,2,24,295,10,0
Sensor,1,11,15,300,0
Socket,0,0,0,0,332
