,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,359,1,0,2,0
Light_T1,3,143,114,103,0
Light_XM,1,4,340,20,0
Sensor,7,3,5,348,0
Socket,0,0,0,0,363
