,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,107,2,0,0,0
Light_T1,6,103,0,0,0
Light_XM,0,2,105,2,0
Sensor,0,0,6,103,0
Socket,0,0,0,0,109
