,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,352,34,1,3,0
Light_T1,0,251,23,91,0
Light_XM,0,362,5,1,0
Sensor,3,328,0,31,0
Socket,0,0,0,0,368
