,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,696,22,37,42,0
Light_T1,6,479,243,62,0
Light_XM,1,122,615,51,0
Sensor,6,97,172,529,0
Socket,0,0,0,0,801
