,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,363,2,0,0,0
Light_T1,2,51,241,69,0
Light_XM,18,52,298,1,0
Sensor,25,249,72,17,1
Socket,0,0,0,0,376
