,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,364,0,0,1,0
Light_T1,169,52,41,101,0
Light_XM,251,0,103,15,0
Sensor,123,0,3,237,1
Socket,0,0,0,0,376
