,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,718,19,40,20,0
Light_T1,5,489,255,41,0
Light_XM,2,94,656,37,0
Sensor,8,112,223,461,0
Socket,0,0,0,0,801
