,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,347,15,24,13,0
Light_T1,10,243,110,31,0
Light_XM,4,69,292,30,0
Sensor,9,60,71,265,0
Socket,0,0,0,0,395
