,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,362,0,1,2,0
Light_T1,6,186,79,92,0
Light_XM,34,70,246,19,0
Sensor,15,36,34,278,1
Socket,0,0,0,0,376
