,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,281,19,3,87,0
Light_T1,1,120,25,219,0
Light_XM,0,0,22,346,0
Sensor,1,1,0,360,0
Socket,0,0,0,0,368
