,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,609,46,80,62,0
Light_T1,1,437,297,55,0
Light_XM,0,276,483,30,0
Sensor,0,217,313,274,0
Socket,0,0,0,0,801
