,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,355,0,4,3,0
Light_T1,7,107,121,128,0
Light_XM,1,2,323,39,0
Sensor,18,3,6,336,0
Socket,0,0,0,0,363
