,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,357,6,0,2,0
Light_T1,0,190,139,34,0
Light_XM,2,320,42,5,0
Sensor,0,171,0,192,1
Socket,0,0,0,0,376
