,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,63,0,207,93,0
Light_T1,1,1,197,166,0
Light_XM,1,0,325,37,0
Sensor,1,0,22,339,0
Socket,0,0,0,0,363
