,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,119,0,0,1,0
Light_T1,0,62,39,17,0
Light_XM,1,42,47,28,0
Sensor,0,36,31,55,0
Socket,0,0,0,0,118
