,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,248,0,97,18,0
Light_T1,4,1,285,75,0
Light_XM,1,288,71,3,0
Sensor,4,247,13,98,0
Socket,0,0,2,0,361
