,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,363,1,1,0,0
Light_T1,1,18,256,88,0
Light_XM,16,39,314,0,0
Sensor,21,195,147,0,1
Socket,0,0,0,0,376
