,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,363,2,0,0,0
Light_T1,2,52,224,85,0
Light_XM,17,69,282,1,0
Sensor,21,271,61,10,1
Socket,0,0,0,0,376
