feature,importance
rssi_max,2662
down_ia_std,1827
rssi_min,1821
down_packet_ratio,1625
rssi_std,1551
len_p95,1502
down_len_std,1449
packet_count,1409
rssi_p90,1273
interarrival_p90,1159
len_range,1144
down_ia_mean,1135
rssi_p10,1110
burst_count,1088
rssi_mean,1054
retry_ratio,1051
len_p10,955
len_p25,782
interarrival_iqr,771
rssi_p50,633
len_up_down_diff,575
len_p75,419
null_data_ratio,371
len_min,365
up_ia_std,331
len_p50,328
interarrival_p75,291
up_len_p50,181
up_packet_ratio,31
up_down_ratio,18
