,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,340,0,12,10,0
Light_T1,0,155,106,102,0
Light_XM,0,4,298,63,0
Sensor,1,122,6,234,0
Socket,0,0,0,0,363
