,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,344,1,1,16,0
Light_T1,3,171,96,93,0
Light_XM,0,35,290,40,0
Sensor,0,61,17,285,0
Socket,0,0,0,0,363
