,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,346,27,1,16,0
Light_T1,0,273,18,74,0
Light_XM,0,328,5,35,0
Sensor,2,10,0,350,0
Socket,0,0,0,0,368
