,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,243,15,4,137,0
Light_T1,1,250,72,71,0
Light_XM,1,104,228,62,0
Sensor,1,32,48,324,0
Socket,0,0,0,0,395
