,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,365,0,0,0,0
Light_T1,201,146,3,13,0
Light_XM,311,6,51,1,0
Sensor,297,1,2,63,1
Socket,0,0,0,0,376
