,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,361,1,3,0,0
Light_T1,5,178,35,145,0
Light_XM,6,111,245,7,0
Sensor,7,111,53,192,1
Socket,0,0,0,0,376
