feature,mutual_info,correlation_kept,correlation_dropped,model_importance,shap_importance,mi_norm,model_norm,shap_norm,joint_score,selected
rssi_min,0.8929252101056384,True,False,0.07698574319321158,0.03267364226458328,1.0,0.9999877294035404,0.7636525826223286,0.9212134373419563,True
up_len_p50,0.5070662785923052,True,False,0.07698668786579115,0.042786003751056956,0.5678709402014938,1.0,1.0,0.8559569800671646,True
rssi_p10,0.817319845677531,True,False,0.05227665522447489,0.02686848645996168,0.9153284468033299,0.6790349951878356,0.6279737321646437,0.7407790580519364,True
rssi_std,0.5971874284815244,True,False,0.06369595854560092,0.030633004291075235,0.6687989337997003,0.8273632794365748,0.7159585286185672,0.7373735806182808,True
rssi_max,0.4754076354388017,True,False,0.06984340534199983,0.028019055240145134,0.5324159627910585,0.9072140558086612,0.6548649741436292,0.6981649975811163,True
up_ia_std,0.5040984924634877,True,False,0.03469947454762972,0.017109388025477443,0.5645472731180362,0.4507204493343108,0.3998828244167296,0.47171684895635885,True
rssi_p90,0.42376585879781503,True,False,0.03846123599114225,0.01692559723224773,0.4745815819755845,0.49958294164038725,0.3955872422843325,0.45658392196676806,True
rssi_p50,0.6442551785630477,True,False,0.02552296508060938,0.010575779619162411,0.7215107953854595,0.3315243945174377,0.24717848576594756,0.43340455855628157,True
len_max,0.8247155615617305,True,False,0.0157995797779249,0.006327893646647972,0.9236110171692451,0.20522482803089137,0.14789634674614013,0.42557739731542554,True
len_p10,0.5239040122593073,True,False,0.026124791355143187,0.0094695496503763,0.5867277643525445,0.3393416716495954,0.22132353620761722,0.38246432406991904,True
up_packet_ratio,0.5340014926894536,True,False,0.021044102627093723,0.011413192693054958,0.5980360803412393,0.2733472917263222,0.26675061217356655,0.37937799474704265,True
len_min,0.3261538930219605,True,False,0.029918737434622845,0.015049476218196944,0.365264514128092,0.38862221851626333,0.35173829988329236,0.3685416775092159,True
burst_count,0.3726862106856461,True,False,0.029185127490613652,0.01211947370116298,0.41737673711951206,0.3790931692176615,0.28325790302076503,0.35990926978597954,True
qos_data_ratio,0.4132679340595362,True,False,0.02186179338940293,0.009323552679185549,0.46282480255053404,0.28396848851991163,0.21791127616014444,0.32156818907686335,True
down_packet_ratio,0.35631334380996726,True,False,0.023244402257846984,0.010913105337097379,0.39904052408578905,0.30192755270064786,0.25506250596791924,0.3186768609181187,True
len_p90,0.5575965378250933,True,False,0.01404286122222087,0.005670389146119368,0.6244605164178603,0.18240635636516042,0.13252906672732415,0.3131319798367816,True
rssi_mean,0.313891933757136,True,False,0.021721420611420995,0.009546653686294976,0.35153216664137044,0.2821451502016475,0.22312562168321556,0.28560097950874447,True
len_p25,0.4672114588514793,True,False,0.015587873207568645,0.005079616354238251,0.5232369447786175,0.2024749166341923,0.11872144881286717,0.2814777700752256,True
down_ia_std,0.44215541737586417,True,False,0.013780970852316853,0.005027695253018357,0.4951763175367784,0.17900459461694018,0.11750794213619813,0.26389628476330557,True
len_up_down_diff,0.4378546561874468,True,False,0.01258379146700802,0.004014386993542024,0.4903598321920443,0.1634541219508626,0.09382477075678879,0.24921290829989853,True
len_p75,0.4597824299551996,True,False,0.010463967192952535,0.0033341271711785276,0.5149170666833391,0.1359191761982811,0.07792565042011346,0.2429206311005779,True
len_iqr,0.44546625583515587,True,False,0.010547059671424022,0.0034099212749263293,0.4988841739415718,0.13699848589161845,0.07969711999200423,0.23852659327506484,True
up_down_ratio,0.4716514815162287,True,False,0.006699756651591595,0.003781290574629161,0.5282093910871096,0.08702487192683368,0.08837681117942105,0.23453702473112148,True
down_len_std,0.310414059946567,True,False,0.015064750322488829,0.004860701349154695,0.3476372449041316,0.19567993818295976,0.11360493906923054,0.21897404071877394,True
len_p50,0.40307022253320834,True,False,0.009284919808121019,0.002919288466234465,0.4514042362915509,0.12060422477594014,0.06822998668489456,0.21341281591746186,True
len_cv,0.29141116376564646,True,False,0.014161119853404474,0.0051121517237469345,0.32635562359267556,0.18394244831120907,0.1194818696667984,0.2099266471902277,True
down_ia_mean,0.3548394138230524,True,False,0.009098722546727602,0.0026889124944161702,0.39738984834023533,0.11818566039091284,0.06284560974801824,0.19280703949305547,True
other_packet_ratio,0.18389291753512804,True,False,0.016005419403226247,0.00673434059100786,0.2059443674049391,0.20789853216088566,0.15739587717026504,0.1904129255786966,True
retry_ratio,0.1127658860608376,True,False,0.01548798194455215,0.008299247670069631,0.12628816476969748,0.20117740318367688,0.19397108732933752,0.17381221842757064,True
unique_da_count,0.23787253732947766,True,False,0.01149059497881351,0.0043407412179170355,0.2663969329540331,0.14925431002882938,0.1014523637957145,0.17236786892619235,True
interarrival_p75,0.26844079494257667,True,False,0.00851952985999012,0.002403608266456507,0.3006307716531136,0.11066237678443826,0.056177442521659425,0.15582353031973709,True
subwin_byte_max,0.21903757949317004,True,False,0.00961581225231698,0.0025777391916767404,0.2453033882504634,0.12490227231336372,0.06024725297260466,0.14348430451214392,True
down_len_p50,0.23004296753748843,True,False,0.008206487005027902,0.00224263157772037,0.25762848325255927,0.10659618217806763,0.05241507458300472,0.13887991333787722,True
interarrival_p90,0.20384784359257502,True,False,0.008842038218459069,0.003049456102485771,0.22829218089660452,0.11485152126395098,0.07127228147383219,0.13813866121146257,True
packet_count,0.16928299707734595,True,False,0.009933967966423587,0.003378114614152589,0.18958250384409994,0.12903487916951578,0.07895373061264545,0.13252370454208706,True
interarrival_p50,0.2230571330191098,True,False,0.007406318215506119,0.001908746340190537,0.24980494502190256,0.09620258282077751,0.0446114657329591,0.13020633119187972,True
burst_packet_ratio,0.15429657553458442,True,False,0.009716892534132686,0.0034086215118801838,0.17279899121263495,0.12621523023658177,0.07966674176239186,0.12622698773720287,True
unique_sa_count,0.12168557630788479,True,False,0.010298835261393063,0.0039009283053806987,0.13627745630957006,0.13377423483065995,0.09117299965842995,0.12040823026621998,True
burst_size_max,0.1795824302667528,True,False,0.007904652417743548,0.0021088946442053957,0.20111698968103625,0.10267557465939461,0.04928935771790323,0.1176939740194447,True
burst_size_min,0.10934617083766218,True,False,0.008242581150168835,0.004181679910984045,0.12245837568493097,0.10706501836444643,0.09773476240768907,0.10908605215235549,True
burst_size_mean,0.14944384433770264,True,False,0.008033070408171035,0.0021235560426030044,0.16736434658399055,0.10434362915020937,0.04963202581289321,0.10711333384903104,False
subwin_packet_std,0.12189047723642332,True,False,0.008638010532741618,0.0023683173212975567,0.13650692785569685,0.1122013528858396,0.05535261799810064,0.10135363291321237,False
subtype_0_ratio,0.09356514989082276,True,False,0.00857137230286916,0.003549657275874474,0.10478497956145,0.11133577168316951,0.0829630478351647,0.0996945996932614,False
interarrival_max,0.11926921261719903,True,False,0.00789483565708209,0.001987522756704123,0.13357133527800022,0.10254806221622298,0.046452638303595355,0.09419067859927284,False
long_gap_ratio,0.07392480722746031,True,False,0.0094312925215372,0.003025278622406,0.08278947261295777,0.12250549780734199,0.07070720228998405,0.09200072423676127,False
interarrival_cv,0.06411302140307518,True,False,0.009440135388715304,0.0030505782190569644,0.07180111019095342,0.12262036009617718,0.0712985077271117,0.08857332600474743,False
interarrival_p95,0.09466601371424055,True,False,0.007667538111592843,0.0022523955308947573,0.10601785305517468,0.09959563561117812,0.052643278956360014,0.08608558920757094,False
interarrival_p25,0.13190647605591632,True,False,0.005478103161285222,0.0009008871699142998,0.14772399139711936,0.07115649878112765,0.021055651169386087,0.07997871378254437,False
subwin_packet_cv,0.08639144104624652,True,False,0.006709521817548925,0.001769690762983544,0.09675103812560729,0.08715171419304928,0.04136144084126638,0.07508806438664098,False
interarrival_mean,0.07309544322713668,True,False,0.007479383646447135,0.0017907046667211628,0.08186065574124517,0.09715164860041448,0.04185258051067521,0.07362162828411162,False
active_subwin_count,0.040508985689222676,True,False,0.007428743684437451,0.0030166502989932608,0.04536660543432324,0.09649387303669672,0.07050554000193905,0.07078867282431967,False
interarrival_p10,0.06460117533963139,True,False,0.005360421120055041,0.0008462132668419152,0.07234780092275442,0.06962789631110929,0.01977780565264899,0.05391783429550424,False
interarrival_min,0.0477447228438983,True,False,0.0054657103516014,0.0008360628382576243,0.053470013281683264,0.07099552537095281,0.019540568526149646,0.0480020357262619,False
interarrival_std,0.002829047962983111,True,False,0.007216348979082684,0.0017963145724640068,0.0031682921827780154,0.09373502327652741,0.0419836959514975,0.04629567047026764,False
subwin_byte_min,0.029214900012512146,True,False,0.001765935214684671,0.0004359384304966391,0.03271819373209974,0.022938189232964264,0.010188809243159803,0.02194839740274127,False
subtype_13_ratio,0.050715436724865004,True,False,0.0,0.0,0.056796959197585054,0.0,0.0,0.01893231973252835,False
mgmt_ratio,0.009861880924659339,True,False,0.001336325412160757,0.00039803508047843564,0.011044464657339688,0.01735787639663545,0.009302927256173179,0.012568422770049442,False
subtype_6_ratio,0.03336441960539993,True,False,0.0,0.0,0.037365301402401574,0.0,0.0,0.012455100467467192,False
subwin_packet_min,0.0031311834632710145,True,False,0.0017242669518802076,0.000459082527555721,0.0035066581476634272,0.022396949390602133,0.010729736065719392,0.01221111453466165,False
ctrl_ratio,0.016393688178123256,True,False,0.0,0.0,0.018359531114799394,0.0,0.0,0.006119843704933132,False
subtype_1_ratio,0.015747489761963163,True,False,0.0,0.0,0.017635844059213136,0.0,0.0,0.0058786146864043785,False
subtype_9_ratio,0.013539886958027214,True,False,0.0,0.0,0.015163517397414913,0.0,0.0,0.005054505799138304,False
subtype_12_ratio,0.012581543329223344,True,False,0.0,0.0,0.01409025435370435,0.0,0.0,0.004696751451234784,False
subtype_10_ratio,0.01043313421463754,True,False,0.0,0.0,0.01168421957019585,0.0,0.0,0.00389473985673195,False
rssi_missing_ratio,0.006850083538067597,True,False,0.0,0.0,0.007671508722726275,0.0,0.0,0.0025571695742420916,False
subtype_15_ratio,0.006281102430170105,True,False,0.0,0.0,0.007034298459808311,0.0,0.0,0.002344766153269437,False
up_len_std,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False
subtype_11_ratio,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False
subtype_7_ratio,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False
subtype_3_ratio,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False
bssid_known,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False
subtype_2_ratio,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False
subtype_14_ratio,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False
subtype_4_ratio,0.4559801015384397,False,True,,,0.5106587834881429,0.0,0.0,-1.0,False
len_p95,0.5994969886778916,False,True,,,0.6713854440362004,0.0,0.0,-1.0,False
len_range,0.8145834237582879,False,True,,,0.9122638878814024,0.0,0.0,-1.0,False
up_len_mean,0.4984811304093024,False,True,,,0.5582563072111371,0.0,0.0,-1.0,False
up_ia_mean,0.49347308775363974,False,True,,,0.5526477270086919,0.0,0.0,-1.0,False
subtype_8_ratio,0.40205064192711015,False,True,,,0.45026239306150306,0.0,0.0,-1.0,False
null_data_ratio,0.4342287224233097,False,True,,,0.48629909594773096,0.0,0.0,-1.0,False
burst_size_std,0.14442274578932857,False,True,,,0.1617411448963822,0.0,0.0,-1.0,False
subwin_packet_max,0.13019787726156196,False,True,,,0.14581050662256334,0.0,0.0,-1.0,False
subwin_byte_std,0.13022089050059726,False,True,,,0.14583627948548047,0.0,0.0,-1.0,False
len_mean,0.21476615202555038,False,True,,,0.24051975416859633,0.0,0.0,-1.0,False
subwin_byte_mean,0.1907786810368104,False,True,,,0.21365583464066396,0.0,0.0,-1.0,False
byte_count,0.19042389505462243,False,True,,,0.21325850463119317,0.0,0.0,-1.0,False
interarrival_iqr,0.25712569253279627,False,True,,,0.28795882300419845,0.0,0.0,-1.0,False
down_len_mean,0.2618125255298689,False,True,,,0.29320767581295515,0.0,0.0,-1.0,False
len_std,0.2752425214089862,False,True,,,0.30824812458416684,0.0,0.0,-1.0,False
burst_packet_fraction,0.1435083963991599,False,True,,,0.16071715164384484,0.0,0.0,-1.0,False
subwin_packet_mean,0.15633681796583687,False,True,,,0.17508388854576218,0.0,0.0,-1.0,False
subtype_5_ratio,0.0046551004851309585,False,True,,,0.005213315104610197,0.0,0.0,-1.0,False
side_packet_ratio,0.0009619933464519725,False,True,,,0.0010773504158743182,0.0,0.0,-1.0,False
data_ratio,0.0,False,True,,,0.0,0.0,0.0,-1.0,False
