,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,363,1,0,1,0
Light_T1,1,213,113,36,0
Light_XM,4,108,223,34,0
Sensor,3,50,13,297,1
Socket,0,0,0,0,376
