,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,285,1,52,61,0
Light_T1,9,8,311,66,0
Light_XM,4,1,337,53,0
Sensor,4,2,111,288,0
Socket,0,0,0,0,395
