,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,276,0,29,56,1
Light_T1,3,166,113,81,0
Light_XM,2,74,234,55,0
Sensor,1,50,33,279,0
Socket,0,0,0,0,363
