,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,320,0,2,40,0
Light_T1,1,182,117,63,0
Light_XM,1,25,288,51,0
Sensor,0,86,19,258,0
Socket,0,0,0,0,363
