,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,209,0,126,28,0
Light_T1,3,0,285,77,0
Light_XM,2,308,50,3,0
Sensor,5,251,9,97,0
Socket,0,0,0,0,363
