,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,109,0,0,0,0
Light_T1,0,97,11,1,0
Light_XM,1,10,98,0,0
Sensor,0,0,0,109,0
Socket,0,0,0,0,109
