filter_mode,task,task_type,train_rounds,test_rounds,train_samples,test_samples,feature_set,model,feature_count,accuracy,precision,recall,macro_f1,f1_Camera,f1_Light_T1,f1_Light_XM,f1_Sensor,f1_Socket
raw_all,loro_R3_R4_to_R2,fixed_split,"['R3', 'R4']",['R2'],3690,1816,all_features,extra_trees,94,0.7769823788546255,0.7834438319386539,0.7770280417128218,0.776909835366751,0.935672514619883,0.5548780487804879,0.7281921618204804,0.6658064516129032,1.0
raw_all,loro_R3_R4_to_R2,fixed_split,"['R3', 'R4']",['R2'],3690,1816,all_features,lightgbm,94,0.7968061674008811,0.7994482625368287,0.7968720095556613,0.7934265218076193,0.9572649572649573,0.5414012738853503,0.7630208333333334,0.7054455445544554,1.0
raw_all,loro_R3_R4_to_R2,fixed_split,"['R3', 'R4']",['R2'],3690,1816,all_features,rf,94,0.8083700440528634,0.814255723120555,0.8084345974485851,0.8097991283932819,0.9464544138929089,0.6501457725947521,0.7657894736842106,0.6866059817945384,1.0
raw_all,loro_R3_R4_to_R2,fixed_split,"['R3', 'R4']",['R2'],3690,1816,all_features,stacking,94,0.7935022026431718,0.7965124273989643,0.7935753314156127,0.7905353668369289,0.9631728045325779,0.5477707006369427,0.7584415584415585,0.683291770573566,1.0
raw_all,loro_R3_R4_to_R2,fixed_split,"['R3', 'R4']",['R2'],3690,1816,all_features,xgboost,94,0.7786343612334802,0.7844321532025695,0.778674996387855,0.7752091537055984,0.9466089466089466,0.5154975530179445,0.7480916030534351,0.6658476658476659,1.0
raw_all,loro_R3_R4_to_R2,fixed_split,"['R3', 'R4']",['R2'],3690,1816,selected_features,extra_trees,60,0.7626651982378855,0.7679976406261121,0.7626938658583801,0.761742155767663,0.9266862170087976,0.50920245398773,0.723404255319149,0.6494178525226391,1.0
raw_all,loro_R3_R4_to_R2,fixed_split,"['R3', 'R4']",['R2'],3690,1816,selected_features,lightgbm,60,0.7890969162995595,0.7941079186234548,0.7891342089631653,0.786876144469894,0.9418604651162791,0.5354330708661418,0.7632600258732212,0.6938271604938272,1.0
raw_all,loro_R3_R4_to_R2,fixed_split,"['R3', 'R4']",['R2'],3690,1816,selected_features,rf,60,0.8083700440528634,0.8112339455271751,0.8084135396332062,0.808439856947941,0.9514285714285714,0.6275659824046921,0.7787839586028461,0.6844207723035952,1.0
raw_all,loro_R3_R4_to_R2,fixed_split,"['R3', 'R4']",['R2'],3690,1816,selected_features,stacking,60,0.7946035242290749,0.7982214030815598,0.7946605928421359,0.7917887625136726,0.9571428571428572,0.5500794912559619,0.7583547557840618,0.6933667083854819,1.0
raw_all,loro_R3_R4_to_R2,fixed_split,"['R3', 'R4']",['R2'],3690,1816,selected_features,xgboost,60,0.7808370044052864,0.7851914900022191,0.7808849161200495,0.7776117222128324,0.9496402877697842,0.5217391304347826,0.7408343868520859,0.6758448060075094,1.0
raw_all,position_R2_R3_R4_to_R5,fixed_split,"['R2', 'R3', 'R4']",['R5'],5506,1816,all_features,extra_trees,94,0.6547356828193832,0.6412327430383273,0.6553317325223781,0.6422760760425074,0.8859649122807017,0.12353923205342238,0.5797752808988764,0.6221009549795361,1.0
